-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.708,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.708,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.708,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.708,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.665,-2.347,-2.326
-2.326,-2.347,-2.347,-2.347,-2.347,10.631,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.652,10.823,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.326,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.631,10.801,14.686,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
-2.347,-2.347,-2.347,-2.347,-2.347,10.609,10.801,14.665,-2.347,-2.326
